@Relation test

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE class {1.00,0.00}

@DATA
3.445067,0.169967,0.00
8.317879,0.973998,1.00
9.317879,-0.243218,1.00
6.872813,0.951975,0.00
8.317879,0.951975,1.00
8.445067,-0.099611,1.00
6.000000,-0.017142,0.00
8.317879,0.951975,1.00
7.000000,-0.017142,1.00
3.872813,0.169967,0.00
3.872813,0.088048,0.00
6.872813,-0.243218,1.00
11.317879,-0.099611,1.00
4.872813,0.973998,1.00
3.872813,0.088048,1.00
5.872813,0.088048,0.00
11.317879,-0.017142,1.00
5.000000,0.914519,0.00
7.445067,-0.243218,1.00
1.000000,0.088048,0.00
2.000000,0.088048,0.00
3.872813,0.088048,0.00
8.317879,0.951975,1.00
9.872813,-0.099611,1.00
0.000000,0.169967,0.00
11.317879,-0.099611,1.00
11.317879,-0.017142,1.00
7.872813,-0.017142,1.00
4.317879,0.996588,0.00
6.872813,0.951975,1.00
5.000000,0.878008,0.00
7.317879,0.169967,1.00
5.445067,0.973998,1.00
5.000000,0.878008,0.00
3.445067,0.088048,0.00
11.317879,-0.099611,1.00
4.872813,0.973998,1.00
4.872813,0.973998,0.00
5.000000,0.878008,0.00
7.445067,0.878008,1.00
3.000000,0.878008,0.00
7.445067,-0.099611,1.00
6.872813,0.951975,1.00
8.872813,0.914519,1.00
11.317879,-0.017142,1.00
6.872813,0.951975,0.00
11.317879,-0.017142,1.00
11.317879,-0.017142,1.00
7.317879,0.169967,0.00
6.445067,0.878008,1.00
4.000000,0.951975,0.00
4.445067,0.169967,0.00
2.000000,0.169967,0.00
8.317879,0.951975,1.00
8.317879,0.951975,1.00
8.317879,0.951975,1.00
8.445067,-0.099611,1.00
8.317879,0.951975,1.00
3.000000,0.914519,0.00
8.317879,0.951975,1.00
7.872813,-0.243218,1.00
5.000000,0.878008,0.00
4.445067,0.951975,1.00
5.000000,0.914519,0.00
0.000000,0.088048,0.00
11.317879,-0.017142,1.00
8.317879,0.973998,1.00
6.872813,0.973998,1.00
0.000000,0.088048,0.00
11.317879,-0.099611,1.00
7.445067,-0.017142,1.00
4.445067,-0.322449,1.00
2.000000,1.000000,0.00
4.872813,0.951975,0.00
3.000000,0.914519,0.00
10.317879,0.914519,1.00
5.872813,0.914519,1.00
8.317879,0.951975,1.00
6.445067,0.878008,0.00
1.000000,0.169967,0.00
6.872813,0.951975,1.00
2.000000,0.169967,0.00
8.872813,0.914519,1.00
8.872813,0.914519,1.00
11.317879,-0.017142,1.00
2.000000,0.169967,0.00
3.445067,0.996588,0.00
2.000000,0.169967,0.00
2.000000,0.088048,0.00
8.317879,0.951975,1.00
6.872813,0.973998,0.00
11.317879,-0.099611,1.00
8.317879,0.951975,1.00
11.317879,-0.017142,1.00
6.872813,0.914519,0.00
6.000000,-0.099611,0.00
6.445067,0.914519,0.00
6.872813,0.973998,1.00
3.000000,0.088048,1.00
9.872813,-0.017142,1.00
6.000000,-0.099611,1.00
5.000000,0.914519,0.00
3.872813,0.169967,0.00
8.317879,0.973998,1.00
6.872813,0.951975,1.00
2.000000,0.088048,0.00
8.317879,0.973998,1.00
3.000000,0.914519,0.00
8.445067,-0.017142,1.00
3.445067,0.088048,1.00
7.445067,-0.017142,1.00
7.872813,-0.017142,1.00
2.000000,0.169967,0.00
6.872813,0.951975,1.00
5.000000,0.914519,0.00
2.000000,1.000000,0.00
3.872813,0.169967,0.00
3.000000,0.951975,0.00
6.872813,0.951975,0.00
6.872813,0.914519,1.00
0.000000,0.088048,0.00
6.872813,0.973998,1.00
3.000000,0.914519,0.00
6.872813,0.973998,1.00
5.872813,0.088048,0.00
8.872813,-0.243218,1.00
8.317879,0.973998,1.00
7.872813,-0.017142,1.00
11.317879,-0.017142,1.00
1.000000,0.951975,0.00
0.000000,0.088048,0.00
2.000000,0.088048,0.00
8.317879,0.973998,1.00
0.000000,0.088048,0.00
8.445067,-0.099611,1.00
3.872813,0.088048,1.00
2.000000,0.169967,0.00
8.317879,0.973998,1.00
6.872813,0.951975,0.00
8.317879,0.951975,1.00
8.317879,0.951975,1.00
6.445067,0.914519,1.00
8.317879,0.951975,1.00
3.000000,0.914519,0.00
4.000000,0.973998,1.00
4.317879,0.996588,0.00
11.317879,-0.017142,1.00
8.317879,0.973998,1.00
0.000000,0.169967,0.00
6.000000,-0.099611,0.00
11.317879,-0.017142,1.00
8.872813,0.914519,1.00
5.445067,0.973998,1.00
10.317879,0.914519,1.00
3.000000,0.951975,0.00
3.872813,0.169967,0.00
1.000000,0.951975,0.00
11.317879,-0.099611,1.00
8.317879,0.951975,1.00
7.445067,-0.099611,0.00
5.000000,0.914519,0.00
1.000000,0.088048,0.00
5.872813,0.169967,0.00
4.872813,0.973998,0.00
8.317879,0.951975,1.00
3.000000,0.914519,0.00
6.872813,0.973998,0.00
6.872813,0.951975,1.00
8.317879,0.951975,1.00
8.445067,-0.099611,1.00
5.000000,-0.017142,1.00
8.317879,0.973998,1.00
7.317879,0.088048,1.00
7.872813,-0.017142,1.00
11.317879,-0.017142,1.00
0.000000,0.169967,0.00
0.000000,0.088048,0.00
6.872813,-0.243218,1.00
1.000000,0.951975,0.00
1.000000,0.973998,0.00
3.445067,0.996588,0.00
8.317879,0.973998,1.00
2.000000,0.996588,0.00
5.317879,0.088048,0.00
0.000000,0.169967,0.00
0.000000,0.169967,0.00
3.872813,0.951975,0.00
9.872813,-0.017142,1.00
5.000000,0.878008,0.00
11.317879,-0.017142,1.00
8.317879,0.973998,1.00
2.000000,0.088048,0.00
6.000000,0.914519,0.00
4.445067,0.996588,0.00
6.445067,-0.243218,1.00
11.317879,-0.017142,1.00
6.872813,0.951975,1.00
5.445067,0.951975,0.00
4.445067,0.951975,1.00
4.445067,0.951975,1.00
5.872813,0.169967,0.00
4.445067,0.088048,0.00
8.317879,0.973998,1.00
8.317879,0.973998,1.00
7.445067,-0.017142,1.00
10.317879,-0.243218,1.00
2.000000,0.169967,0.00
8.317879,0.951975,1.00
4.000000,-0.099611,0.00
2.000000,0.996588,0.00
9.317879,-0.243218,1.00
2.000000,0.169967,0.00
7.317879,0.088048,1.00
8.317879,0.951975,1.00
1.000000,0.951975,0.00
11.317879,-0.017142,1.00
2.000000,0.088048,0.00
6.000000,0.914519,0.00
3.445067,0.088048,1.00
3.872813,0.088048,0.00
3.872813,0.169967,0.00
8.317879,0.951975,1.00
8.317879,0.951975,1.00
8.317879,0.951975,1.00
2.000000,0.951975,0.00
5.000000,-0.322449,0.00
5.445067,0.973998,0.00
11.317879,-0.017142,1.00
5.872813,0.169967,0.00
6.317879,0.088048,1.00
8.317879,0.951975,1.00
2.000000,0.088048,0.00
8.317879,0.951975,1.00
6.445067,0.914519,0.00
4.000000,0.973998,0.00
7.317879,0.951975,0.00
0.000000,0.169967,0.00
7.445067,0.914519,1.00
0.000000,0.088048,0.00
3.872813,0.169967,0.00
4.872813,0.951975,0.00
3.872813,0.169967,0.00
8.317879,0.951975,1.00
2.000000,0.088048,0.00
8.445067,-0.099611,1.00
8.317879,0.951975,1.00
7.445067,-0.017142,1.00
2.000000,0.169967,0.00
6.872813,-0.243218,1.00
6.445067,0.914519,0.00
10.317879,0.914519,1.00
3.445067,1.000000,0.00
9.872813,-0.017142,1.00
9.872813,-0.017142,1.00
8.317879,0.951975,1.00
5.872813,0.088048,0.00
5.000000,0.914519,0.00
6.317879,0.088048,0.00
10.317879,0.914519,1.00
11.317879,-0.017142,1.00
8.317879,0.951975,1.00
3.872813,0.169967,0.00
8.317879,0.951975,1.00
2.000000,0.088048,0.00
8.317879,0.951975,1.00
8.317879,0.951975,1.00
6.000000,0.914519,0.00
5.000000,0.878008,0.00
4.445067,0.951975,0.00
8.317879,0.951975,1.00
8.445067,-0.099611,1.00
11.317879,-0.099611,1.00
11.317879,-0.017142,1.00
11.317879,-0.017142,1.00
4.872813,0.951975,0.00
11.317879,-0.017142,1.00
5.872813,0.088048,0.00
2.000000,0.088048,0.00
8.872813,-0.243218,1.00
7.872813,-0.017142,1.00
7.445067,-0.017142,1.00
5.000000,0.914519,0.00
7.317879,0.088048,1.00
11.317879,-0.017142,1.00
8.317879,0.973998,1.00
3.445067,0.996588,0.00
5.000000,0.914519,0.00
8.317879,0.951975,1.00
5.872813,0.169967,1.00
11.317879,-0.017142,1.00
7.872813,-0.017142,1.00
6.000000,-0.017142,0.00
2.000000,0.996588,0.00
11.317879,-0.099611,1.00
8.317879,0.973998,1.00
8.317879,0.951975,1.00
11.317879,-0.099611,1.00
4.000000,0.914519,0.00
0.000000,0.996588,0.00
11.317879,-0.017142,1.00
0.000000,0.088048,0.00
8.317879,0.973998,1.00
5.872813,0.088048,0.00
7.317879,0.973998,0.00
2.000000,0.088048,0.00
11.317879,-0.017142,1.00
8.317879,0.878008,1.00
4.445067,0.951975,0.00
1.445067,0.088048,0.00
4.445067,0.951975,0.00
8.317879,0.973998,1.00
4.872813,0.951975,0.00
11.317879,-0.017142,1.00
8.317879,0.951975,1.00
7.872813,-0.099611,1.00
11.317879,-0.017142,1.00
5.872813,0.169967,0.00
0.000000,0.088048,0.00
1.445067,0.088048,0.00
8.317879,0.951975,1.00
9.872813,-0.017142,1.00
3.000000,0.169967,0.00
0.000000,0.088048,0.00
3.872813,0.088048,0.00
8.317879,0.951975,1.00
11.317879,-0.017142,1.00
4.872813,0.951975,0.00
11.317879,-0.017142,1.00
11.317879,-0.099611,1.00
11.317879,-0.099611,1.00
11.317879,-0.099611,1.00
0.000000,0.169967,0.00
6.872813,0.951975,0.00
1.000000,0.951975,0.00
3.872813,0.169967,0.00
9.872813,-0.017142,1.00
3.000000,-0.243218,0.00
3.000000,0.878008,0.00
8.317879,0.973998,1.00
5.000000,0.914519,0.00
11.317879,-0.099611,1.00
11.317879,-0.017142,1.00
11.317879,-0.099611,1.00
11.317879,-0.017142,1.00
9.872813,-0.017142,1.00
5.872813,0.088048,1.00
11.317879,-0.017142,1.00
0.000000,0.169967,0.00
5.872813,0.088048,0.00
3.872813,0.169967,0.00
11.317879,-0.099611,1.00
2.000000,0.088048,0.00
7.872813,-0.017142,1.00
2.000000,0.169967,0.00
8.317879,0.973998,1.00
5.317879,0.088048,1.00
11.317879,-0.017142,1.00
6.872813,0.914519,1.00
0.000000,0.169967,0.00
4.872813,0.951975,0.00
4.872813,0.951975,1.00
11.317879,-0.017142,1.00
4.872813,0.951975,1.00
3.000000,0.088048,1.00
11.317879,-0.017142,1.00
6.872813,0.951975,1.00
8.317879,0.951975,1.00
11.317879,-0.099611,1.00
6.445067,0.914519,0.00
7.317879,0.996588,1.00
0.000000,0.169967,0.00
3.000000,0.878008,0.00
2.000000,0.088048,0.00
4.872813,0.973998,1.00
6.445067,0.914519,1.00
8.317879,0.973998,1.00
4.000000,0.951975,0.00
3.000000,0.914519,0.00
3.445067,0.088048,0.00
3.872813,0.088048,0.00
11.317879,-0.099611,1.00
8.317879,0.951975,1.00
11.317879,-0.017142,1.00
5.872813,0.088048,1.00
2.000000,0.169967,0.00
6.445067,0.914519,1.00
4.445067,0.951975,0.00
6.872813,0.951975,0.00
5.000000,0.878008,0.00
4.000000,0.914519,1.00
11.317879,-0.099611,1.00
8.445067,-0.017142,1.00
3.000000,0.169967,0.00
3.445067,0.088048,0.00
8.317879,0.951975,1.00
11.317879,-0.099611,1.00
3.445067,0.088048,1.00
11.317879,-0.017142,1.00
7.317879,0.088048,1.00
8.317879,0.973998,1.00
6.872813,0.951975,0.00
5.000000,0.914519,0.00
11.317879,-0.017142,1.00
4.000000,0.951975,0.00
4.445067,0.973998,0.00
6.872813,-0.243218,1.00
10.317879,0.914519,1.00
11.317879,-0.017142,1.00
11.317879,-0.099611,1.00
8.317879,0.951975,1.00
4.445067,0.951975,1.00
2.000000,0.951975,0.00
8.872813,0.914519,1.00
6.872813,0.973998,1.00
9.872813,-0.017142,1.00
0.000000,0.169967,0.00
11.317879,-0.017142,1.00
8.317879,0.951975,1.00
5.000000,0.878008,0.00
4.445067,0.088048,0.00
9.872813,-0.017142,1.00
8.445067,-0.017142,1.00
10.317879,0.878008,1.00
9.872813,-0.017142,1.00
11.317879,-0.017142,1.00
7.872813,-0.017142,1.00
6.872813,0.951975,0.00
4.445067,0.169967,1.00
6.445067,0.914519,1.00
9.872813,-0.017142,1.00
8.317879,0.951975,1.00
2.000000,0.088048,0.00
6.445067,0.914519,1.00
6.872813,0.973998,1.00
9.872813,-0.017142,1.00
7.872813,-0.099611,0.00
11.317879,-0.017142,1.00
5.317879,0.996588,0.00
6.872813,0.951975,1.00
5.000000,0.878008,0.00
8.317879,0.973998,1.00
3.000000,0.088048,1.00
8.317879,0.951975,1.00
5.317879,0.088048,0.00
0.000000,0.088048,0.00
11.317879,-0.099611,1.00
3.445067,0.088048,0.00
3.000000,0.914519,0.00
6.872813,0.951975,0.00
10.317879,0.914519,1.00
7.317879,0.088048,1.00
11.317879,-0.017142,1.00
1.000000,0.951975,0.00
1.445067,0.088048,0.00
7.872813,-0.017142,1.00
11.317879,-0.099611,1.00
11.317879,-0.017142,1.00
5.000000,-0.017142,0.00
5.872813,0.088048,0.00
9.872813,-0.017142,1.00
1.445067,0.088048,0.00
7.445067,-0.017142,1.00
1.445067,1.000000,0.00
5.872813,0.088048,0.00
5.000000,0.914519,1.00
8.445067,-0.099611,1.00
5.445067,0.914519,0.00
3.000000,0.088048,0.00
6.872813,0.951975,1.00
2.000000,0.169967,0.00
5.000000,0.914519,0.00
7.317879,0.088048,1.00
6.872813,0.951975,1.00
3.445067,0.169967,0.00
4.445067,0.973998,1.00
5.445067,0.951975,1.00
11.317879,-0.017142,1.00
10.317879,-0.243218,1.00
8.445067,-0.017142,1.00
5.000000,0.878008,0.00
2.000000,0.169967,0.00
6.445067,0.914519,1.00
11.317879,-0.099611,1.00
11.317879,-0.017142,1.00
2.000000,0.088048,0.00
5.872813,0.914519,0.00
0.000000,0.088048,0.00
1.445067,0.088048,0.00
6.872813,0.973998,0.00
6.872813,0.973998,0.00
3.445067,0.169967,0.00
2.000000,0.088048,0.00
3.445067,0.088048,0.00
8.872813,0.914519,1.00
0.000000,0.088048,0.00
2.000000,0.088048,0.00
3.445067,0.088048,0.00
8.445067,-0.017142,1.00
8.317879,0.973998,1.00
8.317879,0.951975,1.00
2.872813,0.088048,0.00
8.317879,0.951975,1.00
9.872813,-0.017142,1.00
5.000000,0.914519,0.00
8.317879,0.951975,1.00
6.872813,0.951975,1.00
8.317879,0.951975,1.00
2.000000,0.088048,0.00
8.317879,0.951975,1.00
5.872813,0.878008,0.00
6.872813,0.951975,0.00
2.000000,0.088048,0.00
0.000000,0.088048,0.00
3.000000,0.878008,0.00
2.000000,0.088048,0.00
8.317879,0.973998,1.00
6.872813,0.951975,0.00
11.317879,-0.099611,1.00
4.445067,0.951975,0.00
8.317879,0.951975,1.00
5.000000,0.914519,1.00
4.000000,0.914519,1.00
5.000000,0.914519,0.00
2.000000,0.169967,0.00
8.317879,0.951975,1.00
6.000000,-0.322449,0.00
6.445067,0.914519,1.00
5.000000,0.914519,0.00
11.317879,-0.099611,1.00
6.445067,0.914519,0.00
11.317879,-0.017142,1.00
7.317879,0.088048,1.00
2.872813,0.088048,0.00
0.000000,0.169967,0.00
8.317879,0.973998,1.00
0.000000,0.088048,0.00
5.000000,0.878008,0.00
7.000000,-0.017142,1.00
5.872813,0.088048,0.00
8.317879,0.951975,1.00
4.445067,0.914519,0.00
9.317879,-0.243218,1.00
3.000000,0.914519,0.00
5.000000,-0.017142,1.00
6.872813,-0.243218,1.00
8.872813,-0.243218,1.00
11.317879,-0.099611,1.00
6.872813,0.951975,0.00
2.000000,0.996588,0.00
7.000000,-0.017142,1.00
2.000000,0.996588,0.00
2.000000,0.088048,0.00
3.872813,0.088048,0.00
3.000000,0.878008,0.00
6.445067,0.914519,1.00
8.872813,0.914519,1.00
3.445067,1.000000,0.00
2.000000,0.169967,0.00
11.317879,-0.017142,1.00
2.000000,0.088048,0.00
6.872813,0.951975,0.00
2.000000,0.088048,0.00
2.000000,0.088048,0.00
2.000000,0.169967,0.00
11.317879,-0.017142,1.00
6.872813,0.973998,0.00
3.872813,0.088048,0.00
2.000000,0.088048,0.00
6.872813,0.951975,1.00
4.445067,0.951975,0.00
8.317879,0.973998,1.00
11.317879,-0.017142,1.00
8.317879,0.951975,1.00
8.445067,-0.017142,1.00
2.000000,0.088048,0.00
5.872813,0.088048,1.00
6.872813,0.973998,0.00
5.445067,0.951975,1.00
5.000000,-0.243218,0.00
5.000000,0.878008,1.00
5.000000,-0.017142,0.00
3.000000,0.914519,0.00
4.445067,0.951975,1.00
0.000000,0.088048,0.00
5.872813,0.088048,0.00
3.445067,0.088048,0.00
11.317879,-0.099611,1.00
6.445067,0.914519,0.00
11.317879,-0.017142,1.00
0.000000,0.169967,0.00
3.000000,0.973998,0.00
2.000000,0.088048,0.00
9.872813,-0.017142,1.00
8.317879,0.951975,1.00
0.000000,0.088048,0.00
7.872813,-0.017142,1.00
7.445067,-0.243218,1.00
3.000000,0.878008,0.00
3.445067,0.996588,1.00
7.872813,-0.243218,1.00
11.317879,-0.017142,1.00
8.317879,0.973998,1.00
0.000000,0.088048,0.00
6.872813,0.914519,0.00
7.872813,-0.243218,1.00
11.317879,-0.017142,1.00
5.872813,0.169967,0.00
11.317879,-0.017142,1.00
8.317879,0.951975,1.00
5.000000,0.914519,1.00
11.317879,-0.099611,1.00
11.317879,-0.017142,1.00
6.317879,0.973998,0.00
5.872813,0.088048,0.00
7.445067,-0.099611,0.00
4.445067,0.973998,1.00
6.445067,0.878008,0.00
5.872813,0.996588,0.00
6.445067,-0.099611,1.00
8.317879,0.973998,1.00
4.872813,0.951975,1.00
0.000000,0.169967,0.00
7.000000,-0.017142,1.00
6.872813,0.951975,0.00
11.317879,-0.099611,1.00
9.872813,-0.017142,1.00
6.000000,-0.099611,0.00
11.317879,-0.099611,1.00
4.872813,0.951975,1.00
5.000000,0.878008,0.00
8.445067,-0.017142,1.00
7.445067,0.914519,1.00
8.317879,0.951975,1.00
6.872813,0.973998,1.00
11.317879,-0.017142,1.00
11.317879,-0.017142,1.00
11.317879,-0.017142,1.00
10.317879,0.914519,1.00
6.872813,0.951975,1.00
4.872813,0.973998,0.00
8.445067,-0.017142,1.00
8.445067,-0.099611,1.00
8.317879,0.951975,1.00
11.317879,-0.017142,1.00
2.000000,0.088048,0.00
2.000000,0.088048,0.00
