@Relation test

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE class {1.00,0.00}

@DATA
0.857553,0.951547,0.013190,1.000000,0.00
0.540302,0.951547,-0.834271,1.000000,0.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,1.000000,1.00
0.914653,0.951547,0.013190,0.000000,0.00
0.857553,0.951547,-0.834271,0.000000,0.00
0.857553,0.951547,-0.834271,0.000000,0.00
0.857553,0.000000,0.000000,0.000000,0.00
0.857553,0.951547,-0.834271,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.857553,0.951547,-0.834271,3.900000,0.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.914653,0.951547,0.848524,3.900000,0.00
0.857553,0.951547,0.848524,1.000000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.013190,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.013190,1.000000,0.00
0.914653,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.013190,1.000000,0.00
0.914653,0.951547,0.013190,1.000000,0.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.540302,0.951547,0.013190,4.900000,0.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,1.000000,0.00
0.914653,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.013190,1.000000,0.00
0.914653,0.951547,0.013190,4.900000,1.00
0.914653,0.951547,0.848524,0.000000,0.00
0.857553,0.951547,0.013190,3.900000,1.00
0.914653,0.951547,0.848524,3.900000,0.00
0.914653,0.951547,0.848524,3.900000,1.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.848524,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.000000,0.951547,0.848524,0.000000,0.00
0.000000,0.951547,0.848524,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.000000,0.951547,-0.834271,3.900000,0.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.848524,3.900000,0.00
0.000000,0.951547,0.013190,3.900000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.000000,0.951547,-0.834271,3.900000,0.00
0.000000,0.951547,0.848524,3.900000,0.00
0.000000,0.951547,0.848524,3.900000,0.00
0.000000,0.951547,0.848524,3.900000,0.00
0.000000,0.951547,0.013190,1.000000,1.00
0.000000,0.951547,-0.834271,1.000000,0.00
0.000000,0.951547,0.013190,4.900000,0.00
0.000000,0.951547,0.013190,4.900000,1.00
0.857553,0.951547,0.848524,1.000000,1.00
0.857553,0.951547,0.013190,1.000000,0.00
0.914653,0.951547,0.013190,1.000000,0.00
0.857553,0.951547,0.013190,1.000000,0.00
0.857553,0.951547,-0.834271,1.000000,0.00
0.857553,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,1.000000,0.00
0.914653,0.951547,0.848524,1.000000,1.00
0.857553,0.000000,0.841471,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,1.000000,1.00
0.914653,0.951547,0.848524,1.000000,1.00
0.857553,0.951547,-0.834271,1.000000,0.00
0.540302,0.951547,-0.834271,1.000000,0.00
0.914653,0.951547,0.848524,1.000000,0.00
0.914653,0.951547,0.848524,1.000000,1.00
0.857553,0.951547,0.013190,1.000000,1.00
0.914653,0.951547,0.013190,1.000000,1.00
0.857553,0.951547,0.013190,1.000000,1.00
0.914653,0.951547,0.013190,1.000000,1.00
0.540302,0.951547,0.013190,1.000000,0.00
0.857553,0.951547,0.013190,1.000000,0.00
0.914653,0.951547,0.013190,4.900000,1.00
0.857553,0.951547,0.013190,4.900000,1.00
0.857553,0.951547,0.013190,1.000000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.013190,1.000000,0.00
0.914653,0.951547,0.848524,3.900000,1.00
0.914653,0.951547,0.848524,3.900000,1.00
0.857553,0.951547,0.848524,3.900000,0.00
0.914653,0.951547,0.848524,3.900000,0.00
0.914653,0.951547,0.848524,3.900000,1.00
0.000000,0.951547,0.848524,3.900000,1.00
0.000000,0.951547,0.848524,3.900000,0.00
0.000000,0.951547,0.848524,3.900000,1.00
0.000000,0.951547,0.848524,3.900000,1.00
0.857553,0.951547,-0.834271,0.000000,0.00
0.857553,0.951547,-0.834271,0.000000,0.00
0.857553,0.951547,-0.834271,0.000000,0.00
0.540302,0.951547,-0.834271,0.000000,0.00
0.000000,0.951547,0.013190,3.900000,0.00
0.000000,0.951547,0.013190,3.900000,1.00
0.000000,0.951547,0.013190,3.900000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,-0.834271,3.900000,0.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.013190,3.900000,0.00
0.000000,0.000000,0.841471,3.900000,0.00
0.000000,0.000000,0.841471,0.000000,0.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.000000,0.951547,-0.834271,3.900000,0.00
0.000000,0.951547,-0.834271,3.900000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.013190,3.900000,0.00
0.000000,0.000000,0.000000,3.900000,0.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.013190,3.900000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.013190,3.900000,1.00
0.000000,0.951547,0.013190,3.900000,1.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.013190,3.900000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.000000,0.000000,0.841471,1.000000,0.00
0.000000,0.951547,0.848524,4.900000,1.00
0.000000,0.951547,0.013190,1.000000,0.00
0.000000,0.951547,0.013190,1.000000,0.00
0.000000,0.951547,0.848524,1.000000,0.00
0.000000,0.951547,0.848524,1.000000,1.00
0.000000,0.000000,0.841471,4.900000,0.00
0.000000,0.000000,0.841471,4.900000,0.00
0.000000,0.951547,-0.834271,1.000000,0.00
0.000000,0.951547,0.013190,1.000000,0.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.013190,1.000000,0.00
0.914653,0.951547,0.013190,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.000000,0.841471,1.000000,0.00
0.540302,0.951547,-0.834271,1.000000,0.00
0.857553,0.951547,-0.834271,1.000000,1.00
0.857553,0.951547,0.013190,4.900000,1.00
0.857553,0.951547,0.013190,1.000000,0.00
0.857553,0.951547,0.848524,1.000000,1.00
0.857553,0.951547,0.848524,1.000000,0.00
0.914653,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.540302,0.951547,0.013190,1.000000,1.00
0.857553,0.951547,0.013190,1.000000,0.00
0.914653,0.951547,0.013190,1.000000,0.00
0.914653,0.951547,0.013190,4.900000,1.00
0.914653,0.951547,0.013190,1.000000,0.00
0.857553,0.951547,0.013190,1.000000,0.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,0.000000,0.00
0.914653,0.951547,0.013190,3.900000,0.00
0.540302,0.951547,-0.834271,0.000000,0.00
0.914653,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.000000,0.951547,0.013190,3.900000,1.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.013190,3.900000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.000000,0.841471,3.900000,0.00
0.000000,0.951547,0.848524,3.900000,1.00
0.000000,0.951547,0.848524,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.914653,0.951547,0.848524,3.900000,0.00
0.000000,0.951547,0.848524,4.900000,0.00
0.000000,0.951547,0.013190,1.000000,0.00
0.000000,0.951547,-0.834271,1.000000,0.00
0.857553,0.951547,-0.834271,1.000000,0.00
0.857553,0.951547,0.848524,1.000000,0.00
0.914653,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.000000,0.841471,4.900000,1.00
0.914653,0.000000,0.841471,4.900000,1.00
0.914653,0.951547,0.013190,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,1.000000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.848524,1.000000,0.00
0.914653,0.951547,0.848524,1.000000,1.00
0.914653,0.951547,0.848524,1.000000,0.00
0.914653,0.951547,0.848524,1.000000,0.00
0.540302,0.951547,0.013190,1.000000,0.00
0.914653,0.951547,0.848524,1.000000,0.00
0.857553,0.951547,0.013190,1.000000,0.00
0.857553,0.951547,-0.834271,1.000000,0.00
0.914653,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.848524,4.900000,1.00
0.857553,0.951547,0.013190,1.000000,1.00
0.857553,0.951547,-0.834271,1.000000,0.00
0.914653,0.951547,0.848524,4.900000,1.00
0.914653,0.951547,0.013190,4.900000,1.00
0.914653,0.951547,0.848524,4.900000,1.00
0.000000,0.951547,0.848524,3.900000,0.00
0.857553,0.951547,0.848524,0.000000,1.00
0.914653,0.951547,0.848524,3.900000,1.00
0.000000,0.951547,0.848524,3.900000,1.00
0.000000,0.951547,0.848524,3.900000,1.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.000000,0.000000,0.841471,0.000000,0.00
0.000000,0.951547,0.013190,3.900000,0.00
0.000000,0.951547,0.013190,3.900000,0.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.000000,0.951547,0.013190,3.900000,0.00
0.000000,0.951547,0.013190,3.900000,0.00
0.000000,0.000000,0.841471,3.900000,0.00
0.000000,0.000000,0.841471,3.900000,1.00
0.000000,0.951547,0.013190,3.900000,0.00
0.000000,0.951547,0.013190,3.900000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.013190,3.900000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.000000,0.951547,0.848524,3.900000,0.00
0.000000,0.951547,-0.834271,3.900000,0.00
0.000000,0.951547,-0.834271,3.900000,0.00
0.000000,0.951547,-0.834271,3.900000,0.00
0.000000,0.951547,-0.834271,3.900000,0.00
0.000000,0.951547,0.848524,3.900000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.013190,3.900000,0.00
0.000000,0.000000,0.000000,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.013190,3.900000,0.00
0.000000,0.951547,0.013190,3.900000,0.00
0.000000,0.951547,0.848524,0.000000,0.00
0.000000,0.951547,0.013190,3.900000,0.00
0.000000,0.951547,0.013190,3.900000,1.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.000000,0.951547,-0.834271,0.000000,0.00
0.857553,0.951547,0.848524,0.000000,0.00
0.857553,0.951547,0.848524,0.000000,1.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,0.013190,0.000000,0.00
0.000000,0.951547,-0.834271,3.900000,0.00
0.000000,0.951547,0.848524,0.000000,0.00
0.000000,0.000000,0.000000,1.000000,0.00
0.000000,0.951547,0.013190,4.900000,0.00
0.000000,0.951547,0.013190,1.000000,0.00
0.914653,0.951547,0.848524,1.000000,1.00
0.540302,0.951547,0.013190,1.000000,0.00
0.857553,0.951547,0.013190,1.000000,1.00
0.857553,0.951547,0.013190,1.000000,0.00
0.857553,0.951547,0.013190,1.000000,1.00
0.914653,0.951547,0.848524,1.000000,0.00
0.857553,0.951547,0.848524,1.000000,1.00
0.914653,0.951547,0.848524,1.000000,0.00
0.857553,0.951547,0.848524,1.000000,0.00
0.914653,0.951547,0.848524,1.000000,1.00
0.914653,0.951547,0.848524,1.000000,0.00
