26
6556
240.000000 1.000000 0.000000 3.000000 0.000000 1.000000 0.000000 17.000000 0.900000 0.000000 28.000000 22.000000 15.000000 0.000000 9.000000 15.000000 9.017747 2.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 0.000000 4.000000
240.000000 1.000000 0.000000 20.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 30.000000 24.000000 29.000000 0.000000 5.000000 15.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.000000
271.000000 1.000000 0.000000 4.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 62.000000 15.000000 0.000000 0.000000 0.000000 23.000000 23.022718 2.000000 0.000000 3.000000 0.000000 2.000000 0.000000 0.000000 0.000000 0.000000 3.000000
3.000000 1.000000 0.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20.000000 0.000000 0.000000 0.000000 0.000000 6.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
3.000000 1.000000 0.000000 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 18.000000 0.000000 0.000000 0.000000 0.000000 7.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
3.000000 1.000000 0.000000 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.000000 4.000000 6.000000 0.000000 1.000000 5.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.000000
3.000000 1.000000 0.000000 0.000000 0.000000 102.000000 0.000000 0.000000 0.000000 0.000000 14.000000 0.000000 21.000000 0.000000 0.000000 15.000000 5.984598 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.000000
5.000000 1.000000 0.000000 0.010000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
5.000000 1.000000 0.000000 0.000000 0.000000 3.000000 0.000000 0.000000 0.000000 0.000000 16.000000 0.000000 8.000000 0.000000 0.000000 5.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
5.000000 1.000000 0.000000 0.070000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.000000 0.000000 6.000000 0.000000 0.000000 2.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
5.000000 1.000000 0.000000 3000.000000 0.000000 1312.000000 0.000000 0.000000 0.000000 0.000000 145.000000 0.000000 75.000000 0.000000 0.000000 71.000000 10.012144 0.000000 2.000000 9.000000 2.000000 7.000000 0.000000 0.000000 0.000000 0.000000 4.000000
